Cidade;Descricao;Unidade;Valor
Santo Antônio do Palma.csv;Pessoal ocupado total;Pessoas;340
Santo Antônio do Planalto.csv;Total de endereços urbanos;endereços;603
Santo Antônio do Planalto.csv;Total de endereços rurais;endereços;384
Santo Antônio do Planalto.csv;Total de estabelecimentos de ensino;estabelecimentos;3
Santo Antônio do Planalto.csv;Total de estabelecimentos de saúde;estabelecimentos;2
Santo Antônio do Planalto.csv;Domicílios particulares permanentes;domicílios;694
Santo Antônio do Planalto.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;602
Santo Antônio do Planalto.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;694
Santo Antônio do Planalto.csv;População residente ;pessoas;1987
Santo Antônio do Planalto.csv;População residente - Homens;pessoas;980
Santo Antônio do Planalto.csv;População residente - Mulheres;pessoas;1007
Santo Antônio do Planalto.csv;População residente alfabetizada;pessoas;1752
Santo Antônio do Planalto.csv;População residente - cor ou raça - Branca;pessoas;1806
Santo Antônio do Planalto.csv;População residente - cor ou raça - Preta;pessoas;15
Santo Antônio do Planalto.csv;População residente - cor ou raça - Parda;pessoas;158
Santo Antônio do Planalto.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;47
Santo Antônio do Planalto.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;1
Santo Antônio do Planalto.csv;Área da unidade territorial;Km²;203.441
Santo Antônio do Planalto.csv;Eleitorado;Eleitores;1690
Santo Antônio do Planalto.csv;PIB per capita a preços correntes;Reais;26566.34
Santo Antônio do Planalto.csv;Matrícula - Ensino fundamental - 2009;Matrículas;292
Santo Antônio do Planalto.csv;Matrícula - Ensino médio - 2009;Matrículas;71
Santo Antônio do Planalto.csv;Docentes - Ensino fundamental - 2009;Docentes;24
Santo Antônio do Planalto.csv;Docentes - Ensino médio - 2009;Docentes;10
Santo Antônio do Planalto.csv;Estabelecimentos de Saúde SUS;estabelecimentos;1
Santo Antônio do Planalto.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Santo Antônio do Planalto.csv;Receitas orçamentárias realizadas - Correntes;Reais;839931673
Santo Antônio do Planalto.csv;Despesas orçamentárias empenhadas - Correntes;Reais;589827696
Santo Antônio do Planalto.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398919151
Santo Antônio do Planalto.csv;Número de unidades locais;Unidades;108
Santo Antônio do Planalto.csv;Pessoal ocupado total;Pessoas;321
Santo Augusto.csv;Total de endereços urbanos;endereços;5099
Santo Augusto.csv;Total de endereços rurais;endereços;1077
Santo Augusto.csv;Total de estabelecimentos de ensino;estabelecimentos;22
Santo Augusto.csv;Total de estabelecimentos de saúde;estabelecimentos;20
Santo Augusto.csv;Domicílios particulares permanentes;domicílios;4791
Santo Augusto.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;4354
Santo Augusto.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;4765
Santo Augusto.csv;População residente ;pessoas;13968
Santo Augusto.csv;População residente - Homens;pessoas;6811
Santo Augusto.csv;População residente - Mulheres;pessoas;7157
Santo Augusto.csv;População residente alfabetizada;pessoas;11905
Santo Augusto.csv;População residente - cor ou raça - Branca;pessoas;11351
Santo Augusto.csv;População residente - cor ou raça - Preta;pessoas;222
Santo Augusto.csv;População residente - cor ou raça - Parda;pessoas;2331
Santo Augusto.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;452
Santo Augusto.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;26
Santo Augusto.csv;Área da unidade territorial;Km²;468.105
Santo Augusto.csv;Eleitorado;Eleitores;10367
Santo Augusto.csv;PIB per capita a preços correntes;Reais;16163.67
Santo Augusto.csv;Matrícula - Ensino fundamental - 2009;Matrículas;1905
Santo Augusto.csv;Matrícula - Ensino médio - 2009;Matrículas;634
Santo Augusto.csv;Docentes - Ensino fundamental - 2009;Docentes;134
Santo Augusto.csv;Docentes - Ensino médio - 2009;Docentes;85
Santo Augusto.csv;Estabelecimentos de Saúde SUS;estabelecimentos;7
Santo Augusto.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;239
Santo Augusto.csv;Receitas orçamentárias realizadas - Correntes;Reais;2080807815
Santo Augusto.csv;Despesas orçamentárias empenhadas - Correntes;Reais;1632125721
Santo Augusto.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;664862595
Santo Augusto.csv;Número de unidades locais;Unidades;534
Santo Augusto.csv;Pessoal ocupado total;Pessoas;2437
Santo Cristo.csv;Total de endereços urbanos;endereços;3532
Santo Cristo.csv;Total de endereços rurais;endereços;2590
Santo Cristo.csv;Total de estabelecimentos de ensino;estabelecimentos;32
Santo Cristo.csv;Total de estabelecimentos de saúde;estabelecimentos;17
Santo Cristo.csv;Domicílios particulares permanentes;domicílios;4856
Santo Cristo.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;4290
Santo Cristo.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;4845
Santo Cristo.csv;População residente ;pessoas;14378
Santo Cristo.csv;População residente - Homens;pessoas;7190
Santo Cristo.csv;População residente - Mulheres;pessoas;7188
Santo Cristo.csv;População residente alfabetizada;pessoas;13186
Santo Cristo.csv;População residente - cor ou raça - Branca;pessoas;13264
Santo Cristo.csv;População residente - cor ou raça - Preta;pessoas;166
Santo Cristo.csv;População residente - cor ou raça - Parda;pessoas;940
Santo Cristo.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;235
Santo Cristo.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;20
Santo Cristo.csv;Área da unidade territorial;Km²;366.887
Santo Cristo.csv;Eleitorado;Eleitores;11642
Santo Cristo.csv;PIB per capita a preços correntes;Reais;20006.60
Santo Cristo.csv;Matrícula - Ensino fundamental - 2009;Matrículas;1709
Santo Cristo.csv;Matrícula - Ensino médio - 2009;Matrículas;519
Santo Cristo.csv;Docentes - Ensino fundamental - 2009;Docentes;109
Santo Cristo.csv;Docentes - Ensino médio - 2009;Docentes;29
Santo Cristo.csv;Estabelecimentos de Saúde SUS;estabelecimentos;12
Santo Cristo.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;147
Santo Cristo.csv;Receitas orçamentárias realizadas - Correntes;Reais;2140422116
Santo Cristo.csv;Despesas orçamentárias empenhadas - Correntes;Reais;1905869995
Santo Cristo.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;664862595
Santo Cristo.csv;Número de unidades locais;Unidades;638
Santo Cristo.csv;Pessoal ocupado total;Pessoas;3420
Santo Expedito do Sul.csv;Total de endereços urbanos;endereços;450
Santo Expedito do Sul.csv;Total de endereços rurais;endereços;656
Santo Expedito do Sul.csv;Total de estabelecimentos de ensino;estabelecimentos;2
Santo Expedito do Sul.csv;Total de estabelecimentos de saúde;estabelecimentos;0
Santo Expedito do Sul.csv;Domicílios particulares permanentes;domicílios;821
Santo Expedito do Sul.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;659
Santo Expedito do Sul.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;819
Santo Expedito do Sul.csv;População residente ;pessoas;2461
Santo Expedito do Sul.csv;População residente - Homens;pessoas;1239
Santo Expedito do Sul.csv;População residente - Mulheres;pessoas;1222
Santo Expedito do Sul.csv;População residente alfabetizada;pessoas;2158
Santo Expedito do Sul.csv;População residente - cor ou raça - Branca;pessoas;2304
Santo Expedito do Sul.csv;População residente - cor ou raça - Preta;pessoas;38
Santo Expedito do Sul.csv;População residente - cor ou raça - Parda;pessoas;101
Santo Expedito do Sul.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;128
Santo Expedito do Sul.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;
Santo Expedito do Sul.csv;Área da unidade territorial;Km²;125.736
Santo Expedito do Sul.csv;Eleitorado;Eleitores;2029
Santo Expedito do Sul.csv;PIB per capita a preços correntes;Reais;16052.42
Santo Expedito do Sul.csv;Matrícula - Ensino fundamental - 2009;Matrículas;324
Santo Expedito do Sul.csv;Matrícula - Ensino médio - 2009;Matrículas;135
Santo Expedito do Sul.csv;Docentes - Ensino fundamental - 2009;Docentes;45
Santo Expedito do Sul.csv;Docentes - Ensino médio - 2009;Docentes;15
Santo Expedito do Sul.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
Santo Expedito do Sul.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Santo Expedito do Sul.csv;Receitas orçamentárias realizadas - Correntes;Reais;698454348
Santo Expedito do Sul.csv;Despesas orçamentárias empenhadas - Correntes;Reais;571908529
Santo Expedito do Sul.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;399803765
Santo Expedito do Sul.csv;Número de unidades locais;Unidades;36
Santo Expedito do Sul.csv;Pessoal ocupado total;Pessoas;233
Sapiranga.csv;Total de endereços urbanos;endereços;30736
Sapiranga.csv;Total de endereços rurais;endereços;1350
Sapiranga.csv;Total de estabelecimentos de ensino;estabelecimentos;48
Sapiranga.csv;Total de estabelecimentos de saúde;estabelecimentos;46
Sapiranga.csv;Domicílios particulares permanentes;domicílios;24487
Sapiranga.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;14518
Sapiranga.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;24437
Sapiranga.csv;População residente ;pessoas;74985
Sapiranga.csv;População residente - Homens;pessoas;36989
Sapiranga.csv;População residente - Mulheres;pessoas;37996
Sapiranga.csv;População residente alfabetizada;pessoas;65491
Sapiranga.csv;População residente - cor ou raça - Branca;pessoas;63613
Sapiranga.csv;População residente - cor ou raça - Preta;pessoas;1532
Sapiranga.csv;População residente - cor ou raça - Parda;pessoas;9357
Sapiranga.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;537
Sapiranga.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;35
Sapiranga.csv;Área da unidade territorial;Km²;138.315
Sapiranga.csv;Eleitorado;Eleitores;53327
Sapiranga.csv;PIB per capita a preços correntes;Reais;12848.19
Sapiranga.csv;Matrícula - Ensino fundamental - 2009;Matrículas;12371
Sapiranga.csv;Matrícula - Ensino médio - 2009;Matrículas;3484
Sapiranga.csv;Docentes - Ensino fundamental - 2009;Docentes;567
Sapiranga.csv;Docentes - Ensino médio - 2009;Docentes;141
Sapiranga.csv;Estabelecimentos de Saúde SUS;estabelecimentos;14
Sapiranga.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;1430
Sapiranga.csv;Receitas orçamentárias realizadas - Correntes;Reais;9880698978
Sapiranga.csv;Despesas orçamentárias empenhadas - Correntes;Reais;7582258911
Sapiranga.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;1758798207
Sapiranga.csv;Número de unidades locais;Unidades;3731
Sapiranga.csv;Pessoal ocupado total;Pessoas;27578
Sapucaia do Sul.csv;Total de endereços urbanos;endereços;51350
Sapucaia do Sul.csv;Total de endereços rurais;endereços;217
Sapucaia do Sul.csv;Total de estabelecimentos de ensino;estabelecimentos;60
Sapucaia do Sul.csv;Total de estabelecimentos de saúde;estabelecimentos;58
Sapucaia do Sul.csv;Domicílios particulares permanentes;domicílios;42735
Sapucaia do Sul.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;38427
Sapucaia do Sul.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;42605
Sapucaia do Sul.csv;População residente ;pessoas;130957
Sapucaia do Sul.csv;População residente - Homens;pessoas;63747
Sapucaia do Sul.csv;População residente - Mulheres;pessoas;67210
Sapucaia do Sul.csv;População residente alfabetizada;pessoas;115975
Sapucaia do Sul.csv;População residente - cor ou raça - Branca;pessoas;113378
Sapucaia do Sul.csv;População residente - cor ou raça - Preta;pessoas;6729
Sapucaia do Sul.csv;População residente - cor ou raça - Parda;pessoas;10423
Sapucaia do Sul.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;898
Sapucaia do Sul.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;27
Sapucaia do Sul.csv;Área da unidade territorial;Km²;58.309
Sapucaia do Sul.csv;Eleitorado;Eleitores;94748
Sapucaia do Sul.csv;PIB per capita a preços correntes;Reais;13528.64
Sapucaia do Sul.csv;Matrícula - Ensino fundamental - 2009;Matrículas;20150
Sapucaia do Sul.csv;Matrícula - Ensino médio - 2009;Matrículas;4948
Sapucaia do Sul.csv;Docentes - Ensino fundamental - 2009;Docentes;738
Sapucaia do Sul.csv;Docentes - Ensino médio - 2009;Docentes;241
Sapucaia do Sul.csv;Estabelecimentos de Saúde SUS;estabelecimentos;24
Sapucaia do Sul.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;1678
Sapucaia do Sul.csv;Receitas orçamentárias realizadas - Correntes;Reais;15965573057
Sapucaia do Sul.csv;Despesas orçamentárias empenhadas - Correntes;Reais;13528746646
Sapucaia do Sul.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;2274614640
Sapucaia do Sul.csv;Número de unidades locais;Unidades;3646
Sapucaia do Sul.csv;Pessoal ocupado total;Pessoas;22366
Sarandi.csv;Total de endereços urbanos;endereços;7451
Sarandi.csv;Total de endereços rurais;endereços;1223
Sarandi.csv;Total de estabelecimentos de ensino;estabelecimentos;23
Sarandi.csv;Total de estabelecimentos de saúde;estabelecimentos;24
Sarandi.csv;Domicílios particulares permanentes;domicílios;6958
Sarandi.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;6377
Sarandi.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;6880
Sarandi.csv;População residente ;pessoas;21285
Sarandi.csv;População residente - Homens;pessoas;10269
Sarandi.csv;População residente - Mulheres;pessoas;11016
Sarandi.csv;População residente alfabetizada;pessoas;18715
Sarandi.csv;População residente - cor ou raça - Branca;pessoas;16880
Sarandi.csv;População residente - cor ou raça - Preta;pessoas;451
Sarandi.csv;População residente - cor ou raça - Parda;pessoas;3830
Sarandi.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;318
Sarandi.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;31
Sarandi.csv;Área da unidade territorial;Km²;353.389
Sarandi.csv;Eleitorado;Eleitores;15639
Sarandi.csv;PIB per capita a preços correntes;Reais;18722.96
Sarandi.csv;Matrícula - Ensino fundamental - 2009;Matrículas;2763
Sarandi.csv;Matrícula - Ensino médio - 2009;Matrículas;776
Sarandi.csv;Docentes - Ensino fundamental - 2009;Docentes;169
Sarandi.csv;Docentes - Ensino médio - 2009;Docentes;51
Sarandi.csv;Estabelecimentos de Saúde SUS;estabelecimentos;7
Sarandi.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;294
Sarandi.csv;Receitas orçamentárias realizadas - Correntes;Reais;2742399148
Sarandi.csv;Despesas orçamentárias empenhadas - Correntes;Reais;2218728778
Sarandi.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;797835124
Sarandi.csv;Número de unidades locais;Unidades;1110
Sarandi.csv;Pessoal ocupado total;Pessoas;7533
Seberi.csv;Total de endereços urbanos;endereços;2701
Seberi.csv;Total de endereços rurais;endereços;2118
Seberi.csv;Total de estabelecimentos de ensino;estabelecimentos;25
Seberi.csv;Total de estabelecimentos de saúde;estabelecimentos;20
Seberi.csv;Domicílios particulares permanentes;domicílios;3686
Seberi.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;2929
Seberi.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;3663
Seberi.csv;População residente ;pessoas;10897
Seberi.csv;População residente - Homens;pessoas;5349
Seberi.csv;População residente - Mulheres;pessoas;5548
Seberi.csv;População residente alfabetizada;pessoas;9359
Seberi.csv;População residente - cor ou raça - Branca;pessoas;8916
Seberi.csv;População residente - cor ou raça - Preta;pessoas;183
Seberi.csv;População residente - cor ou raça - Parda;pessoas;1767
Seberi.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;541
Seberi.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;9
Seberi.csv;Área da unidade territorial;Km²;301.421
Seberi.csv;Eleitorado;Eleitores;8414
Seberi.csv;PIB per capita a preços correntes;Reais;12289.74
Seberi.csv;Matrícula - Ensino fundamental - 2009;Matrículas;1565
Seberi.csv;Matrícula - Ensino médio - 2009;Matrículas;439
Seberi.csv;Docentes - Ensino fundamental - 2009;Docentes;108
Seberi.csv;Docentes - Ensino médio - 2009;Docentes;35
Seberi.csv;Estabelecimentos de Saúde SUS;estabelecimentos;5
Seberi.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;165
Seberi.csv;Receitas orçamentárias realizadas - Correntes;Reais;1443075164
Seberi.csv;Despesas orçamentárias empenhadas - Correntes;Reais;1187599525
Seberi.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;531890081
Seberi.csv;Número de unidades locais;Unidades;388
Seberi.csv;Pessoal ocupado total;Pessoas;1624
Sede Nova.csv;Total de endereços urbanos;endereços;744
Sede Nova.csv;Total de endereços rurais;endereços;554
Sede Nova.csv;Total de estabelecimentos de ensino;estabelecimentos;2
Sede Nova.csv;Total de estabelecimentos de saúde;estabelecimentos;1
Sede Nova.csv;Domicílios particulares permanentes;domicílios;1022
Sede Nova.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;902
Sede Nova.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1016
Sede Nova.csv;População residente ;pessoas;3011
Sede Nova.csv;População residente - Homens;pessoas;1531
Sede Nova.csv;População residente - Mulheres;pessoas;1480
Sede Nova.csv;População residente alfabetizada;pessoas;2575
Sede Nova.csv;População residente - cor ou raça - Branca;pessoas;2353
Sede Nova.csv;População residente - cor ou raça - Preta;pessoas;82
Sede Nova.csv;População residente - cor ou raça - Parda;pessoas;559
Sede Nova.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;115
Sede Nova.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;4
Sede Nova.csv;Área da unidade territorial;Km²;119.297
Sede Nova.csv;Eleitorado;Eleitores;2270
Sede Nova.csv;PIB per capita a preços correntes;Reais;16231.63
Sede Nova.csv;Matrícula - Ensino fundamental - 2009;Matrículas;452
Sede Nova.csv;Matrícula - Ensino médio - 2009;Matrículas;96
Sede Nova.csv;Docentes - Ensino fundamental - 2009;Docentes;46
Sede Nova.csv;Docentes - Ensino médio - 2009;Docentes;16
Sede Nova.csv;Estabelecimentos de Saúde SUS;estabelecimentos;1
Sede Nova.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;24
Sede Nova.csv;Receitas orçamentárias realizadas - Correntes;Reais;830540610
Sede Nova.csv;Despesas orçamentárias empenhadas - Correntes;Reais;604272822
Sede Nova.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398978077
Sede Nova.csv;Número de unidades locais;Unidades;117
Sede Nova.csv;Pessoal ocupado total;Pessoas;369
Segredo.csv;Total de endereços urbanos;endereços;857
Segredo.csv;Total de endereços rurais;endereços;1969
Segredo.csv;Total de estabelecimentos de ensino;estabelecimentos;19
Segredo.csv;Total de estabelecimentos de saúde;estabelecimentos;8
Segredo.csv;Domicílios particulares permanentes;domicílios;2223
Segredo.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;1305
Segredo.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;2204
Segredo.csv;População residente ;pessoas;7158
Segredo.csv;População residente - Homens;pessoas;3698
Segredo.csv;População residente - Mulheres;pessoas;3460
Segredo.csv;População residente alfabetizada;pessoas;6033
Segredo.csv;População residente - cor ou raça - Branca;pessoas;5079
Segredo.csv;População residente - cor ou raça - Preta;pessoas;156
Segredo.csv;População residente - cor ou raça - Parda;pessoas;1836
Segredo.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;289
Segredo.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;5
Segredo.csv;Área da unidade territorial;Km²;247.440
Segredo.csv;Eleitorado;Eleitores;5526
Segredo.csv;PIB per capita a preços correntes;Reais;10597.95
Segredo.csv;Matrícula - Ensino fundamental - 2009;Matrículas;1268
Segredo.csv;Matrícula - Ensino médio - 2009;Matrículas;219
Segredo.csv;Docentes - Ensino fundamental - 2009;Docentes;106
Segredo.csv;Docentes - Ensino médio - 2009;Docentes;20
Segredo.csv;Estabelecimentos de Saúde SUS;estabelecimentos;6
Segredo.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;113
Segredo.csv;Receitas orçamentárias realizadas - Correntes;Reais;1174619166
Segredo.csv;Despesas orçamentárias empenhadas - Correntes;Reais;854878393
Segredo.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398320935
Segredo.csv;Número de unidades locais;Unidades;145
Segredo.csv;Pessoal ocupado total;Pessoas;476
Selbach.csv;Total de endereços urbanos;endereços;1534
Selbach.csv;Total de endereços rurais;endereços;635
Selbach.csv;Total de estabelecimentos de ensino;estabelecimentos;6
Selbach.csv;Total de estabelecimentos de saúde;estabelecimentos;7
Selbach.csv;Domicílios particulares permanentes;domicílios;1658
Selbach.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;1358
Selbach.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1658
Selbach.csv;População residente ;pessoas;4929
Selbach.csv;População residente - Homens;pessoas;2403
Selbach.csv;População residente - Mulheres;pessoas;2526
Selbach.csv;População residente alfabetizada;pessoas;4477
Selbach.csv;População residente - cor ou raça - Branca;pessoas;4169
Selbach.csv;População residente - cor ou raça - Preta;pessoas;91
Selbach.csv;População residente - cor ou raça - Parda;pessoas;643
Selbach.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;70
Selbach.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;13
Selbach.csv;Área da unidade territorial;Km²;177.643
Selbach.csv;Eleitorado;Eleitores;4011
Selbach.csv;PIB per capita a preços correntes;Reais;20170.58
Selbach.csv;Matrícula - Ensino fundamental - 2009;Matrículas;606
Selbach.csv;Matrícula - Ensino médio - 2009;Matrículas;183
Selbach.csv;Docentes - Ensino fundamental - 2009;Docentes;44
Selbach.csv;Docentes - Ensino médio - 2009;Docentes;16
Selbach.csv;Estabelecimentos de Saúde SUS;estabelecimentos;4
Selbach.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;44
Selbach.csv;Receitas orçamentárias realizadas - Correntes;Reais;1042081959
Selbach.csv;Despesas orçamentárias empenhadas - Correntes;Reais;869867895
Selbach.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Selbach.csv;Número de unidades locais;Unidades;243
Selbach.csv;Pessoal ocupado total;Pessoas;1025
Senador Salgado Filho.csv;Total de endereços urbanos;endereços;489
Senador Salgado Filho.csv;Total de endereços rurais;endereços;801
Senador Salgado Filho.csv;Total de estabelecimentos de ensino;estabelecimentos;8
Senador Salgado Filho.csv;Total de estabelecimentos de saúde;estabelecimentos;2
Senador Salgado Filho.csv;Domicílios particulares permanentes;domicílios;946
Senador Salgado Filho.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;833
Senador Salgado Filho.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;939
Senador Salgado Filho.csv;População residente ;pessoas;2814
Senador Salgado Filho.csv;População residente - Homens;pessoas;1407
Senador Salgado Filho.csv;População residente - Mulheres;pessoas;1407
Senador Salgado Filho.csv;População residente alfabetizada;pessoas;2492
Senador Salgado Filho.csv;População residente - cor ou raça - Branca;pessoas;2538
Senador Salgado Filho.csv;População residente - cor ou raça - Preta;pessoas;72
Senador Salgado Filho.csv;População residente - cor ou raça - Parda;pessoas;195
Senador Salgado Filho.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;68
Senador Salgado Filho.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
Senador Salgado Filho.csv;Área da unidade territorial;Km²;147.210
Senador Salgado Filho.csv;Eleitorado;Eleitores;2293
Senador Salgado Filho.csv;PIB per capita a preços correntes;Reais;15123.49
Senador Salgado Filho.csv;Matrícula - Ensino fundamental - 2009;Matrículas;382
Senador Salgado Filho.csv;Matrícula - Ensino médio - 2009;Matrículas;117
Senador Salgado Filho.csv;Docentes - Ensino fundamental - 2009;Docentes;33
Senador Salgado Filho.csv;Docentes - Ensino médio - 2009;Docentes;9
Senador Salgado Filho.csv;Estabelecimentos de Saúde SUS;estabelecimentos;3
Senador Salgado Filho.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Senador Salgado Filho.csv;Receitas orçamentárias realizadas - Correntes;Reais;730771083
Senador Salgado Filho.csv;Despesas orçamentárias empenhadas - Correntes;Reais;587702451
Senador Salgado Filho.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Senador Salgado Filho.csv;Número de unidades locais;Unidades;90
Senador Salgado Filho.csv;Pessoal ocupado total;Pessoas;447
Sentinela do Sul.csv;Total de endereços urbanos;endereços;708
Sentinela do Sul.csv;Total de endereços rurais;endereços;1989
Sentinela do Sul.csv;Total de estabelecimentos de ensino;estabelecimentos;12
Sentinela do Sul.csv;Total de estabelecimentos de saúde;estabelecimentos;0
Sentinela do Sul.csv;Domicílios particulares permanentes;domicílios;1807
Sentinela do Sul.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;831
Sentinela do Sul.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1792
Sentinela do Sul.csv;População residente ;pessoas;5198
Sentinela do Sul.csv;População residente - Homens;pessoas;2666
Sentinela do Sul.csv;População residente - Mulheres;pessoas;2532
Sentinela do Sul.csv;População residente alfabetizada;pessoas;4489
Sentinela do Sul.csv;População residente - cor ou raça - Branca;pessoas;4307
Sentinela do Sul.csv;População residente - cor ou raça - Preta;pessoas;304
Sentinela do Sul.csv;População residente - cor ou raça - Parda;pessoas;560
Sentinela do Sul.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;190
Sentinela do Sul.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
Sentinela do Sul.csv;Área da unidade territorial;Km²;281.965
Sentinela do Sul.csv;Eleitorado;Eleitores;3623
Sentinela do Sul.csv;PIB per capita a preços correntes;Reais;7562.40
Sentinela do Sul.csv;Matrícula - Ensino fundamental - 2009;Matrículas;855
Sentinela do Sul.csv;Matrícula - Ensino médio - 2009;Matrículas;200
Sentinela do Sul.csv;Docentes - Ensino fundamental - 2009;Docentes;55
Sentinela do Sul.csv;Docentes - Ensino médio - 2009;Docentes;19
Sentinela do Sul.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
Sentinela do Sul.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;12
Sentinela do Sul.csv;Receitas orçamentárias realizadas - Correntes;Reais;845605884
Sentinela do Sul.csv;Despesas orçamentárias empenhadas - Correntes;Reais;657269750
Sentinela do Sul.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;396316751
Sentinela do Sul.csv;Número de unidades locais;Unidades;131
Sentinela do Sul.csv;Pessoal ocupado total;Pessoas;483
Serafina Corrêa.csv;Total de endereços urbanos;endereços;5042
Serafina Corrêa.csv;Total de endereços rurais;endereços;815
Serafina Corrêa.csv;Total de estabelecimentos de ensino;estabelecimentos;17
